listing_id,date
51230498,21-09-2023
28341274,21-09-2023
10768745,21-09-2023
54126421,21-09-2023
50171851,21-09-2023
5.93272E+17,22-09-2023
8.98744E+17,22-09-2023
6.58638E+17,22-09-2023
6.68608E+17,22-09-2023
53567589,22-09-2023
25549565,22-09-2023
7.52337E+17,22-09-2023
7.24567E+17,22-09-2023
48124042,22-09-2023
45024912,22-09-2023
34330970,22-09-2023
28868857,22-09-2023
7.87024E+17,22-09-2023
11253948,22-09-2023
8.57982E+17,22-09-2023
8.50173E+17,22-09-2023
39698576,22-09-2023
35793179,22-09-2023
38321579,22-09-2023
5.93272E+17,23-09-2023
44180048,23-09-2023
54126421,23-09-2023
9.57914E+17,23-09-2023
9.50211E+17,23-09-2023
53312101,23-09-2023
25549565,23-09-2023
52241973,23-09-2023
38321579,23-09-2023
54150131,23-09-2023
9.05007E+17,23-09-2023
53567589,23-09-2023
34330970,24-09-2023
7.24567E+17,24-09-2023
7.23957E+17,24-09-2023
54126421,24-09-2023
6.68608E+17,24-09-2023
25549565,24-09-2023
47440071,24-09-2023
52863776,24-09-2023
38321579,24-09-2023
42092736,24-09-2023
52241973,24-09-2023
9.32642E+17,24-09-2023
8.8223E+17,24-09-2023
8.1364E+17,24-09-2023
7.39723E+17,24-09-2023
54128829,24-09-2023
6.89719E+17,24-09-2023
16531782,24-09-2023
53312101,24-09-2023
7.61142E+17,24-09-2023
48124042,24-09-2023
7.86316E+17,24-09-2023
7.87024E+17,24-09-2023
53567589,24-09-2023
7.52119E+17,24-09-2023
9005989,24-09-2023
6.68608E+17,25-09-2023
46894493,25-09-2023
38321579,25-09-2023
52241973,25-09-2023
9.66288E+17,25-09-2023
40491172,25-09-2023
44180048,25-09-2023
8.31123E+17,25-09-2023
25549565,25-09-2023
51592836,25-09-2023
24606880,25-09-2023
5.93272E+17,26-09-2023
52241973,26-09-2023
33558235,26-09-2023
53567589,26-09-2023
16531782,26-09-2023
9.57914E+17,26-09-2023
53645427,26-09-2023
50171851,26-09-2023
35793179,26-09-2023
42092736,26-09-2023
54126421,26-09-2023
8.16085E+17,26-09-2023
50211226,27-09-2023
35793179,27-09-2023
51230498,27-09-2023
9.02166E+17,27-09-2023
10768745,27-09-2023
25549565,27-09-2023
9.05007E+17,27-09-2023
48124042,28-09-2023
47943571,28-09-2023
28868857,28-09-2023
8.50173E+17,28-09-2023
52241973,28-09-2023
6.89719E+17,28-09-2023
45313545,28-09-2023
10768745,28-09-2023
7.52119E+17,28-09-2023
5.93272E+17,28-09-2023
8.4596E+17,29-09-2023
7.23957E+17,29-09-2023
54150131,29-09-2023
28868857,29-09-2023
6.89719E+17,29-09-2023
54126421,29-09-2023
6.77623E+17,29-09-2023
8.31123E+17,29-09-2023
7.96231E+17,29-09-2023
8.98744E+17,29-09-2023
38321579,29-09-2023
9.05007E+17,29-09-2023
53567589,29-09-2023
9.02166E+17,29-09-2023
48470454,29-09-2023
38321579,30-09-2023
35914565,30-09-2023
5.93272E+17,30-09-2023
45024912,30-09-2023
52836323,30-09-2023
7.87024E+17,30-09-2023
44265426,30-09-2023
54128829,30-09-2023
44180048,30-09-2023
6.68608E+17,30-09-2023
7.88301E+17,30-09-2023
25549565,30-09-2023
8.16085E+17,30-09-2023
53567589,30-09-2023
8.41524E+17,30-09-2023
9.37917E+17,30-09-2023
7.57342E+17,30-09-2023
8.57982E+17,30-09-2023
9501054,30-09-2023
51230498,30-09-2023
51710034,30-09-2023
8.46586E+17,30-09-2023
6.68608E+17,30-09-2023
24120690,30-09-2023
6.31035E+17,30-09-2023
28868857,30-09-2023
6.54303E+17,01-10-2023
9.57914E+17,01-10-2023
9.66288E+17,01-10-2023
26139592,01-10-2023
52691284,01-10-2023
52152157,01-10-2023
32279028,01-10-2023
8.70457E+17,01-10-2023
54369238,01-10-2023
45313545,01-10-2023
35914565,01-10-2023
9.32642E+17,01-10-2023
51579900,01-10-2023
54126421,01-10-2023
44265426,01-10-2023
52619545,01-10-2023
9.50211E+17,01-10-2023
32993402,01-10-2023
8.50173E+17,01-10-2023
7.51421E+17,01-10-2023
7.37574E+17,01-10-2023
7.57978E+17,01-10-2023
43208391,01-10-2023
54126420,01-10-2023
9.04393E+17,01-10-2023
54150131,01-10-2023
47408047,01-10-2023
54128829,01-10-2023
7.23957E+17,01-10-2023
45528939,01-10-2023
6.89719E+17,01-10-2023
45529316,01-10-2023
9.05007E+17,01-10-2023
38321579,01-10-2023
52863776,01-10-2023
50211226,01-10-2023
20519885,02-10-2023
33558235,02-10-2023
28400263,02-10-2023
28868857,02-10-2023
7.74701E+17,02-10-2023
6.89719E+17,02-10-2023
9.38421E+17,02-10-2023
7.88301E+17,02-10-2023
9.40012E+17,02-10-2023
9.02166E+17,02-10-2023
7.24567E+17,02-10-2023
38321579,02-10-2023
7.86228E+17,02-10-2023
52241973,02-10-2023
16531782,03-10-2023
6.89719E+17,03-10-2023
54128829,03-10-2023
52863776,03-10-2023
10768745,03-10-2023
44265426,03-10-2023
6.68608E+17,03-10-2023
52241973,03-10-2023
40491172,03-10-2023
9.63921E+17,03-10-2023
9.8901E+17,03-10-2023
28400263,04-10-2023
52241973,04-10-2023
35793179,04-10-2023
48470454,04-10-2023
47943571,04-10-2023
51230498,04-10-2023
16531782,04-10-2023
52836323,05-10-2023
25549565,05-10-2023
6.92808E+17,05-10-2023
52241973,05-10-2023
6.89719E+17,05-10-2023
47440071,05-10-2023
7.23957E+17,05-10-2023
42092736,05-10-2023
54128829,06-10-2023
9.57914E+17,06-10-2023
35793179,06-10-2023
6.92808E+17,06-10-2023
11639446,06-10-2023
53645427,06-10-2023
7.23957E+17,06-10-2023
35914565,06-10-2023
6.89719E+17,06-10-2023
8.31123E+17,06-10-2023
28868857,06-10-2023
6.28163E+17,06-10-2023
47943571,06-10-2023
7.57978E+17,06-10-2023
54369238,06-10-2023
21052414,06-10-2023
53567589,06-10-2023
7.86316E+17,07-10-2023
45529447,07-10-2023
53312101,07-10-2023
52241973,07-10-2023
54369240,07-10-2023
28868857,07-10-2023
6.89719E+17,07-10-2023
16531782,07-10-2023
9.9212E+17,07-10-2023
6.92808E+17,07-10-2023
34330970,07-10-2023
8.46586E+17,07-10-2023
54150131,07-10-2023
8.16085E+17,07-10-2023
48172884,07-10-2023
8.50173E+17,07-10-2023
54128829,07-10-2023
9.66288E+17,07-10-2023
46894493,07-10-2023
43955950,08-10-2023
8.31123E+17,08-10-2023
13083497,08-10-2023
7.57978E+17,08-10-2023
7.23957E+17,08-10-2023
9.50211E+17,08-10-2023
5.81058E+17,08-10-2023
50211226,08-10-2023
54150131,08-10-2023
9.02166E+17,08-10-2023
9.37838E+17,08-10-2023
54128829,08-10-2023
45528939,08-10-2023
50890336,08-10-2023
28868857,08-10-2023
9.38421E+17,08-10-2023
7.86181E+17,08-10-2023
52619545,08-10-2023
26139592,08-10-2023
6.17242E+17,08-10-2023
53860077,08-10-2023
51592836,09-10-2023
54126421,09-10-2023
48052353,09-10-2023
7.88301E+17,09-10-2023
10768745,09-10-2023
9.04393E+17,09-10-2023
33558235,09-10-2023
7.51421E+17,09-10-2023
6.31035E+17,09-10-2023
8.50173E+17,09-10-2023
51230498,09-10-2023
53483727,09-10-2023
20519885,09-10-2023
7.37574E+17,09-10-2023
47408047,09-10-2023
46894493,09-10-2023
9.57914E+17,09-10-2023
45024912,09-10-2023
28400263,09-10-2023
7.52337E+17,09-10-2023
8.4596E+17,09-10-2023
45074220,09-10-2023
6.89719E+17,09-10-2023
35793179,09-10-2023
9.3828E+17,09-10-2023
7.23957E+17,09-10-2023
7.84781E+17,09-10-2023
52691284,09-10-2023
54150131,09-10-2023
52611613,10-10-2023
40491172,10-10-2023
51230498,10-10-2023
10768745,10-10-2023
53567589,10-10-2023
35914565,10-10-2023
43459803,10-10-2023
48052353,10-10-2023
45529316,10-10-2023
5.93272E+17,10-10-2023
9.57914E+17,11-10-2023
7.24567E+17,11-10-2023
6.89719E+17,11-10-2023
50171851,11-10-2023
54126420,11-10-2023
9.02166E+17,11-10-2023
24120690,11-10-2023
10768745,11-10-2023
7.39723E+17,11-10-2023
45313545,11-10-2023
25549565,11-10-2023
9501054,11-10-2023
47943571,11-10-2023
52241973,12-10-2023
54128829,12-10-2023
8.98744E+17,12-10-2023
25549565,12-10-2023
46894493,12-10-2023
8.50173E+17,12-10-2023
48470454,12-10-2023
45024912,12-10-2023
50211226,12-10-2023
35793179,12-10-2023
15580397,12-10-2023
50207226,12-10-2023
54150131,13-10-2023
53312101,13-10-2023
16531782,13-10-2023
7.87024E+17,13-10-2023
7.61142E+17,13-10-2023
21392315,13-10-2023
6.68608E+17,13-10-2023
9.80034E+17,13-10-2023
9.57914E+17,13-10-2023
10768745,13-10-2023
54126421,13-10-2023
8.4596E+17,13-10-2023
54369238,13-10-2023
8.70457E+17,13-10-2023
7.23957E+17,14-10-2023
16531782,14-10-2023
8.8223E+17,14-10-2023
7.52337E+17,14-10-2023
54126421,14-10-2023
54128829,14-10-2023
9.50211E+17,14-10-2023
35914565,14-10-2023
52241973,14-10-2023
48470454,14-10-2023
28868857,14-10-2023
9.93431E+17,14-10-2023
8.50173E+17,14-10-2023
6.89719E+17,14-10-2023
5.93272E+17,14-10-2023
10768745,14-10-2023
51230498,14-10-2023
5.93272E+17,15-10-2023
7.87024E+17,15-10-2023
52836323,15-10-2023
6.68608E+17,15-10-2023
50207226,15-10-2023
30189794,15-10-2023
6.67645E+17,15-10-2023
24120690,15-10-2023
52691284,15-10-2023
42009788,15-10-2023
34330970,15-10-2023
9.50211E+17,15-10-2023
25549565,15-10-2023
7.88301E+17,15-10-2023
26139592,15-10-2023
6.92808E+17,15-10-2023
28722270,15-10-2023
45529447,15-10-2023
8.98744E+17,15-10-2023
8.41524E+17,15-10-2023
9005989,15-10-2023
50211226,15-10-2023
8.1364E+17,15-10-2023
7.37574E+17,15-10-2023
43955950,15-10-2023
52241973,15-10-2023
7.57978E+17,15-10-2023
45024912,15-10-2023
54128829,15-10-2023
51230498,15-10-2023
47440071,15-10-2023
54150131,15-10-2023
7.51421E+17,15-10-2023
11253948,15-10-2023
9.80034E+17,15-10-2023
9.17511E+17,15-10-2023
7.52119E+17,15-10-2023
7.23957E+17,15-10-2023
45529316,15-10-2023
6.68608E+17,15-10-2023
7.23957E+17,16-10-2023
20519885,16-10-2023
52837196,16-10-2023
46894493,16-10-2023
9.57914E+17,16-10-2023
7.86316E+17,16-10-2023
42763847,16-10-2023
8.50173E+17,16-10-2023
50171851,16-10-2023
54369240,16-10-2023
47440071,16-10-2023
7.61142E+17,16-10-2023
25549565,17-10-2023
9.50211E+17,17-10-2023
48052353,17-10-2023
51230498,17-10-2023
7.87024E+17,17-10-2023
7.23957E+17,17-10-2023
45313545,17-10-2023
9.9212E+17,17-10-2023
13083497,17-10-2023
53860077,17-10-2023
54369238,17-10-2023
48124042,17-10-2023
35793179,17-10-2023
7.39723E+17,17-10-2023
6.17242E+17,18-10-2023
21392315,18-10-2023
44180048,18-10-2023
52611613,18-10-2023
9.99162E+17,18-10-2023
16531782,18-10-2023
54150131,18-10-2023
6.68608E+17,19-10-2023
9.57914E+17,19-10-2023
5.93272E+17,19-10-2023
48124042,19-10-2023
52241973,19-10-2023
48052353,19-10-2023
44265426,19-10-2023
25549565,19-10-2023
7.74701E+17,20-10-2023
7.84781E+17,20-10-2023
52863776,20-10-2023
52837196,20-10-2023
44180048,20-10-2023
48470454,20-10-2023
32993402,20-10-2023
44265426,20-10-2023
9.57914E+17,20-10-2023
42092736,20-10-2023
53312101,20-10-2023
38321579,20-10-2023
6.68608E+17,20-10-2023
53483727,20-10-2023
32279028,20-10-2023
48052353,20-10-2023
9.28949E+17,20-10-2023
47408047,20-10-2023
8.8223E+17,21-10-2023
8.57982E+17,21-10-2023
7.86316E+17,21-10-2023
7.23957E+17,21-10-2023
9.99162E+17,21-10-2023
10768745,21-10-2023
7.3588E+17,21-10-2023
44265426,21-10-2023
8.16085E+17,21-10-2023
7.39723E+17,21-10-2023
7.87024E+17,21-10-2023
51592836,21-10-2023
11639446,21-10-2023
16531782,21-10-2023
9005989,21-10-2023
54126421,21-10-2023
52241973,21-10-2023
19527043,22-10-2023
38321579,22-10-2023
43208391,22-10-2023
47943571,22-10-2023
8.98744E+17,22-10-2023
7.23957E+17,22-10-2023
9.83307E+17,22-10-2023
48470454,22-10-2023
16531782,22-10-2023
7.51421E+17,22-10-2023
54150131,22-10-2023
44265426,22-10-2023
13083497,22-10-2023
44450012,22-10-2023
10768745,22-10-2023
9.9212E+17,22-10-2023
11639446,22-10-2023
9.37935E+17,22-10-2023
50211226,22-10-2023
7.87024E+17,22-10-2023
52836323,22-10-2023
9.32642E+17,22-10-2023
9.50211E+17,22-10-2023
6.92808E+17,22-10-2023
46894493,22-10-2023
26139592,22-10-2023
6.17242E+17,22-10-2023
8.50173E+17,22-10-2023
9.57914E+17,22-10-2023
7.88301E+17,22-10-2023
52241973,22-10-2023
7.56753E+17,22-10-2023
42763847,22-10-2023
7.61142E+17,22-10-2023
7.57978E+17,22-10-2023
7.24567E+17,22-10-2023
50171851,22-10-2023
9.99162E+17,22-10-2023
52863776,22-10-2023
53567589,22-10-2023
7.3588E+17,22-10-2023
8.4596E+17,23-10-2023
7.37574E+17,23-10-2023
54126421,23-10-2023
9.57914E+17,23-10-2023
34330970,23-10-2023
38321579,23-10-2023
53645427,23-10-2023
40491172,23-10-2023
10768745,23-10-2023
7.44431E+17,23-10-2023
45529447,23-10-2023
45313545,23-10-2023
54369238,23-10-2023
51592836,23-10-2023
32279028,23-10-2023
53567589,24-10-2023
5651579,24-10-2023
9.37917E+17,24-10-2023
47943571,24-10-2023
48172884,24-10-2023
38321579,24-10-2023
6.89719E+17,24-10-2023
25549565,24-10-2023
38321579,25-10-2023
50171851,25-10-2023
16531782,25-10-2023
28400263,25-10-2023
25549565,25-10-2023
8.8223E+17,25-10-2023
53645427,26-10-2023
7.23957E+17,26-10-2023
28722270,26-10-2023
33558235,26-10-2023
51230498,26-10-2023
25549565,26-10-2023
9.50211E+17,26-10-2023
10768745,26-10-2023
46894493,26-10-2023
53483727,26-10-2023
9005989,26-10-2023
7.3588E+17,26-10-2023
38321579,26-10-2023
48124042,26-10-2023
52837196,27-10-2023
52241973,27-10-2023
7.96231E+17,27-10-2023
8.50173E+17,27-10-2023
51592836,27-10-2023
8.98744E+17,27-10-2023
9.38421E+17,27-10-2023
7.23957E+17,27-10-2023
5651579,27-10-2023
25549565,27-10-2023
9.57914E+17,27-10-2023
7.24567E+17,27-10-2023
42092736,28-10-2023
47334913,28-10-2023
43208391,28-10-2023
52863776,28-10-2023
9.93431E+17,28-10-2023
54126421,28-10-2023
25549565,28-10-2023
7.56753E+17,28-10-2023
6.67645E+17,28-10-2023
54128829,28-10-2023
6.68608E+17,28-10-2023
38321579,28-10-2023
11639446,28-10-2023
6.89719E+17,28-10-2023
52836323,28-10-2023
11253948,28-10-2023
8.50173E+17,29-10-2023
44180048,29-10-2023
54128829,29-10-2023
1.00598E+18,29-10-2023
8.98744E+17,29-10-2023
9.99162E+17,29-10-2023
8.41524E+17,29-10-2023
7.23957E+17,29-10-2023
28868857,29-10-2023
52836323,29-10-2023
48052353,29-10-2023
7.57978E+17,29-10-2023
5.93272E+17,29-10-2023
25549565,29-10-2023
6.28163E+17,29-10-2023
46894493,29-10-2023
52837196,29-10-2023
7.86197E+17,29-10-2023
52863776,29-10-2023
8.8223E+17,29-10-2023
52241973,29-10-2023
9.57914E+17,29-10-2023
48172884,29-10-2023
53645427,29-10-2023
38321579,29-10-2023
9.80034E+17,29-10-2023
6.68608E+17,29-10-2023
8.4596E+17,29-10-2023
7.52337E+17,29-10-2023
52619545,29-10-2023
9.02166E+17,29-10-2023
10768745,29-10-2023
9005989,29-10-2023
50211226,29-10-2023
32279028,30-10-2023
43208391,30-10-2023
6.92808E+17,30-10-2023
16531782,30-10-2023
6.17242E+17,30-10-2023
44180048,30-10-2023
25549565,30-10-2023
9.05007E+17,30-10-2023
54126421,30-10-2023
20519885,30-10-2023
51592836,30-10-2023
7.24567E+17,30-10-2023
6.31035E+17,30-10-2023
7.52119E+17,31-10-2023
8.8223E+17,31-10-2023
8.1364E+17,31-10-2023
51710034,31-10-2023
25549565,31-10-2023
53567589,31-10-2023
50171851,31-10-2023
54126420,31-10-2023
50207226,01-11-2023
6.89719E+17,01-11-2023
9.50211E+17,01-11-2023
52611613,01-11-2023
10768745,01-11-2023
9.69887E+17,01-11-2023
5.81058E+17,01-11-2023
8.57982E+17,01-11-2023
32279028,02-11-2023
9.50211E+17,02-11-2023
11253948,02-11-2023
10768745,02-11-2023
52241973,03-11-2023
6.92808E+17,03-11-2023
8.50654E+17,03-11-2023
7.94723E+17,03-11-2023
1.01076E+18,03-11-2023
54126421,03-11-2023
38321579,03-11-2023
43736299,03-11-2023
54150131,04-11-2023
6.68608E+17,04-11-2023
48124042,04-11-2023
11253948,04-11-2023
47943571,04-11-2023
9.50211E+17,04-11-2023
35914565,04-11-2023
51230498,04-11-2023
50211226,04-11-2023
52619545,05-11-2023
44265426,05-11-2023
44180048,05-11-2023
52611613,05-11-2023
8.4596E+17,05-11-2023
53567589,05-11-2023
6.67645E+17,05-11-2023
7.64509E+17,05-11-2023
7.24567E+17,05-11-2023
42092736,05-11-2023
7.23957E+17,05-11-2023
1.01076E+18,05-11-2023
9.32642E+17,05-11-2023
6.17242E+17,05-11-2023
26139592,05-11-2023
32279028,05-11-2023
9.99162E+17,05-11-2023
22398196,05-11-2023
8.31123E+17,05-11-2023
54150131,05-11-2023
1.01076E+18,05-11-2023
8.8223E+17,05-11-2023
1.00735E+18,05-11-2023
51230498,05-11-2023
54126421,05-11-2023
48052353,05-11-2023
34330970,05-11-2023
8.98744E+17,05-11-2023
6.89719E+17,05-11-2023
54128829,05-11-2023
1.01605E+18,05-11-2023
52241973,05-11-2023
24120690,05-11-2023
6.92808E+17,05-11-2023
6.20481E+17,05-11-2023
1.01366E+18,06-11-2023
53645427,06-11-2023
54126421,06-11-2023
48124042,06-11-2023
10768745,07-11-2023
6.92808E+17,07-11-2023
38321579,07-11-2023
9.8901E+17,07-11-2023
1.00735E+18,08-11-2023
11253948,08-11-2023
8.57982E+17,08-11-2023
10768745,08-11-2023
34330970,08-11-2023
42092736,08-11-2023
9.69887E+17,08-11-2023
3820211,08-11-2023
8.50173E+17,08-11-2023
54128829,08-11-2023
9.02166E+17,08-11-2023
9.28949E+17,08-11-2023
45529316,08-11-2023
1.01605E+18,08-11-2023
35914565,08-11-2023
22398196,08-11-2023
28868857,08-11-2023
9.05007E+17,08-11-2023
38321579,09-11-2023
50211226,09-11-2023
44180048,09-11-2023
1.01076E+18,09-11-2023
7.24567E+17,09-11-2023
21052414,09-11-2023
43736299,09-11-2023
53567589,09-11-2023
48124042,09-11-2023
44265426,09-11-2023
7.56753E+17,10-11-2023
54128829,10-11-2023
25549565,10-11-2023
5651579,10-11-2023
32993402,10-11-2023
28341274,10-11-2023
45313545,10-11-2023
8.8223E+17,10-11-2023
11253948,11-11-2023
42092736,11-11-2023
7.94723E+17,11-11-2023
34330970,11-11-2023
52863776,11-11-2023
7.23957E+17,11-11-2023
9.50211E+17,11-11-2023
1.01076E+18,12-11-2023
35914565,12-11-2023
5651579,12-11-2023
9501054,12-11-2023
7.44431E+17,12-11-2023
50171851,12-11-2023
8.8223E+17,12-11-2023
9.28949E+17,12-11-2023
51710034,12-11-2023
54150131,12-11-2023
34330970,12-11-2023
1.01076E+18,12-11-2023
7.39723E+17,12-11-2023
1.0183E+18,12-11-2023
52611613,12-11-2023
1.01366E+18,12-11-2023
38321579,12-11-2023
32993402,12-11-2023
16531782,12-11-2023
9.93431E+17,12-11-2023
7.23957E+17,12-11-2023
9.50211E+17,12-11-2023
47440071,12-11-2023
45313545,12-11-2023
7.87024E+17,12-11-2023
8.50173E+17,12-11-2023
21392315,12-11-2023
9.80034E+17,12-11-2023
6.92808E+17,13-11-2023
9.02166E+17,13-11-2023
25549565,13-11-2023
26139592,13-11-2023
54150131,13-11-2023
34330970,13-11-2023
51592836,13-11-2023
50211226,13-11-2023
52691284,13-11-2023
1.01076E+18,13-11-2023
16531782,13-11-2023
28400263,13-11-2023
48124042,13-11-2023
7.74701E+17,13-11-2023
48172884,14-11-2023
6.68608E+17,14-11-2023
9.17511E+17,14-11-2023
32279028,14-11-2023
9.28949E+17,14-11-2023
46894493,15-11-2023
9.57914E+17,15-11-2023
25549565,15-11-2023
10768745,15-11-2023
7.87024E+17,15-11-2023
51230498,15-11-2023
9.50211E+17,15-11-2023
25549565,16-11-2023
7.23957E+17,16-11-2023
6.68608E+17,16-11-2023
38321579,16-11-2023
9.28949E+17,17-11-2023
52241973,17-11-2023
32993402,17-11-2023
54128829,17-11-2023
51230498,17-11-2023
21769213,17-11-2023
7.97455E+17,17-11-2023
16531782,17-11-2023
40491172,17-11-2023
50211226,17-11-2023
25549565,17-11-2023
6.89719E+17,17-11-2023
52863776,17-11-2023
34330970,17-11-2023
9.50211E+17,18-11-2023
9.05007E+17,18-11-2023
22398196,18-11-2023
8.4596E+17,18-11-2023
1.0183E+18,18-11-2023
28868857,18-11-2023
16531782,18-11-2023
53860077,18-11-2023
52863776,18-11-2023
6.89719E+17,19-11-2023
45529316,19-11-2023
9.50211E+17,19-11-2023
54150131,19-11-2023
9.28949E+17,19-11-2023
48124042,19-11-2023
6.68608E+17,19-11-2023
46894493,19-11-2023
53312101,19-11-2023
1.0183E+18,19-11-2023
53567589,19-11-2023
54369238,19-11-2023
25549565,19-11-2023
50171851,19-11-2023
16531782,19-11-2023
8.16085E+17,19-11-2023
3820211,19-11-2023
1.00735E+18,19-11-2023
45313545,19-11-2023
7.52119E+17,19-11-2023
6623339,19-11-2023
48172884,19-11-2023
52863776,19-11-2023
33558235,19-11-2023
1.01897E+18,19-11-2023
32993402,19-11-2023
32279028,19-11-2023
7.52337E+17,19-11-2023
6.17242E+17,20-11-2023
16531782,20-11-2023
8.31123E+17,20-11-2023
35793179,20-11-2023
9501054,20-11-2023
48052353,20-11-2023
10768745,20-11-2023
7.23957E+17,20-11-2023
1.01366E+18,21-11-2023
6.67645E+17,21-11-2023
54126421,21-11-2023
38321579,21-11-2023
7.94723E+17,21-11-2023
47408047,21-11-2023
9.28949E+17,22-11-2023
9.50211E+17,22-11-2023
14989805,22-11-2023
7.23957E+17,22-11-2023
16531782,22-11-2023
42092736,22-11-2023
25549565,22-11-2023
35793179,22-11-2023
1.01366E+18,22-11-2023
28868857,22-11-2023
48124042,23-11-2023
1.00735E+18,23-11-2023
47943571,23-11-2023
9.02166E+17,23-11-2023
6.68608E+17,23-11-2023
48172884,23-11-2023
9.57914E+17,23-11-2023
6.89719E+17,24-11-2023
28868857,24-11-2023
8.8223E+17,24-11-2023
7.52119E+17,24-11-2023
50211226,24-11-2023
54150131,24-11-2023
52691284,24-11-2023
44180048,24-11-2023
8.02217E+17,24-11-2023
9.50211E+17,24-11-2023
9.57914E+17,24-11-2023
48052353,24-11-2023
7.24567E+17,24-11-2023
9.582E+17,24-11-2023
42763847,24-11-2023
9.93431E+17,25-11-2023
7.23957E+17,25-11-2023
7.44431E+17,25-11-2023
9.50211E+17,25-11-2023
11253948,25-11-2023
13083497,25-11-2023
9.05007E+17,25-11-2023
52611613,25-11-2023
6.18673E+17,25-11-2023
47334913,25-11-2023
7.17373E+17,25-11-2023
50171851,25-11-2023
8.4596E+17,25-11-2023
7.87024E+17,25-11-2023
25549565,26-11-2023
1.02099E+18,26-11-2023
6.68608E+17,26-11-2023
20519885,26-11-2023
52863776,26-11-2023
51230498,26-11-2023
8.16085E+17,26-11-2023
54150131,26-11-2023
8.98744E+17,26-11-2023
34330970,26-11-2023
33558235,26-11-2023
54369240,26-11-2023
9.50211E+17,26-11-2023
7.74701E+17,26-11-2023
7.24567E+17,26-11-2023
52836323,26-11-2023
6.89719E+17,27-11-2023
6623339,27-11-2023
9.28949E+17,27-11-2023
8.31123E+17,27-11-2023
51592836,27-11-2023
25549565,27-11-2023
28868857,27-11-2023
25549565,28-11-2023
53567589,28-11-2023
9.57914E+17,29-11-2023
7.74701E+17,29-11-2023
45528939,30-11-2023
10768745,30-11-2023
8.21566E+17,30-11-2023
51230498,30-11-2023
9.38421E+17,30-11-2023
1.01076E+18,30-11-2023
25549565,30-11-2023
28722270,30-11-2023
6.92808E+17,30-11-2023
8.31123E+17,01-12-2023
7.3588E+17,01-12-2023
6.68608E+17,01-12-2023
28868857,01-12-2023
46894493,01-12-2023
33558235,01-12-2023
53312101,01-12-2023
16531782,01-12-2023
1.0183E+18,01-12-2023
7.23957E+17,01-12-2023
25549565,01-12-2023
21392315,01-12-2023
6.68608E+17,02-12-2023
1.01076E+18,02-12-2023
6.68608E+17,02-12-2023
52241973,02-12-2023
25549565,02-12-2023
8.50173E+17,02-12-2023
8.1364E+17,02-12-2023
9.05007E+17,02-12-2023
9005989,02-12-2023
50171851,03-12-2023
8.8223E+17,03-12-2023
1.00735E+18,03-12-2023
28400263,03-12-2023
1.02101E+18,03-12-2023
47334913,03-12-2023
8.16085E+17,03-12-2023
8.31123E+17,03-12-2023
7.52119E+17,03-12-2023
50211226,03-12-2023
7.23957E+17,03-12-2023
25549565,03-12-2023
34330970,03-12-2023
28722270,03-12-2023
44180048,03-12-2023
7.24567E+17,03-12-2023
53567589,03-12-2023
7.52337E+17,03-12-2023
47943571,03-12-2023
46894493,03-12-2023
6.17242E+17,03-12-2023
1.02305E+18,03-12-2023
9501054,03-12-2023
6.92808E+17,03-12-2023
9.17511E+17,03-12-2023
9.9212E+17,03-12-2023
7.57978E+17,03-12-2023
48124042,03-12-2023
24120690,03-12-2023
52611613,03-12-2023
54128829,03-12-2023
32279028,03-12-2023
48470454,03-12-2023
9005989,03-12-2023
6.89719E+17,03-12-2023
52241973,03-12-2023
1.0183E+18,03-12-2023
9.3828E+17,03-12-2023
43736299,03-12-2023
35914565,03-12-2023
7.17373E+17,03-12-2023
8.41524E+17,03-12-2023
9.32642E+17,03-12-2023
7.88301E+17,03-12-2023
28868857,03-12-2023
8.50173E+17,03-12-2023
1.0183E+18,03-12-2023
38321579,03-12-2023
25549565,04-12-2023
8.50173E+17,04-12-2023
8.98744E+17,04-12-2023
54369240,04-12-2023
7.74701E+17,04-12-2023
1.01076E+18,04-12-2023
9.50211E+17,05-12-2023
52241973,05-12-2023
9.57914E+17,05-12-2023
46894493,05-12-2023
47440071,05-12-2023
48052353,05-12-2023
7.23957E+17,05-12-2023
35793179,06-12-2023
10768745,06-12-2023
1.02052E+18,07-12-2023
1.0183E+18,07-12-2023
46894493,07-12-2023
1.0183E+18,07-12-2023
42763847,07-12-2023
7.24567E+17,07-12-2023
7.39723E+17,07-12-2023
25549565,07-12-2023
1.01076E+18,08-12-2023
21052414,08-12-2023
48124042,08-12-2023
1.0183E+18,08-12-2023
52619545,08-12-2023
9.05007E+17,08-12-2023
35793179,09-12-2023
1.01897E+18,09-12-2023
5.93272E+17,09-12-2023
7.23957E+17,10-12-2023
25549565,10-12-2023
5.93272E+17,10-12-2023
6.68608E+17,10-12-2023
1.00598E+18,10-12-2023
8.31123E+17,10-12-2023
34330970,10-12-2023
1.02052E+18,10-12-2023
44265426,10-12-2023
53567589,10-12-2023
50211226,10-12-2023
1.00735E+18,10-12-2023
6623339,10-12-2023
9.57914E+17,10-12-2023
54150131,10-12-2023
48124042,10-12-2023
7.44431E+17,10-12-2023
8.16085E+17,11-12-2023
32993402,11-12-2023
54150131,11-12-2023
9.50211E+17,11-12-2023
1.01897E+18,11-12-2023
46894493,11-12-2023
25549565,11-12-2023
6.67645E+17,11-12-2023
7.52119E+17,11-12-2023
7.23957E+17,11-12-2023
