id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_per_review
51230498,"Chic-romantic, center-city, hotel-style apartment.",414738935,Sonya,third ward,42.66064,-73.76074,Entire home/apt,65.0,1,255,2025-04-16,5.4,1,217,35,0.25390625
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,Rosie,tenth ward,42.65969,-73.77564,Entire home/apt,89.0,7,28,2025-04-21,0.63,1,113,7,3.0689655172413794
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,All Seasons,third ward,42.65061,-73.75006,Entire home/apt,138.0,4,9,2024-09-09,0.2,1,262,1,13.8
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,fourth ward,42.65856,-73.74866,Entire home/apt,99.0,1,78,2025-05-25,1.68,18,194,10,1.2531645569620253
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,60293220,David,third ward,42.65844,-73.74978,Entire home/apt,89.0,2,90,2025-05-26,2.02,3,337,13,0.978021978021978
51710034,Empire Plaza View I,392074908,Jerry,sixth ward,42.65269,-73.76076,Entire home/apt,93.0,2,43,2025-05-14,0.93,3,334,9,2.1136363636363638
51954621,Queen bed w/garden hammocks & home gym,172539578,David Yisrael,fifteenth ward,42.67812,-73.81724,Private room,45.0,3,11,2025-03-04,0.25,4,220,1,3.75
52152157,"Modern space, everything you could want!",152762198,Allen,first ward,42.63066,-73.77357,Entire home/apt,96.0,3,72,2025-06-01,1.6,9,145,17,1.3150684931506849
52241973,Garden Apartment in Historic Center Square Home,35465673,Jason,sixth ward,42.65641,-73.76413,Entire home/apt,75.0,1,320,2025-05-22,7.21,1,61,83,0.2336448598130841
52611613,* Adorable home w/parking near great restaurants *,232967878,Diana,ninth ward,42.65674,-73.79221,Entire home/apt,149.0,2,135,2025-05-17,3.04,22,224,25,1.0955882352941178
52619545,* Centrally located Eclectic vibe 2 bed w/parking,232967878,Diana,thirteenth ward,42.67102,-73.79454,Entire home/apt,106.0,2,89,2025-05-17,1.99,22,25,17,1.1777777777777778
52691284,+ Perfect place to make memories with loved ones +,232967878,Diana,tenth ward,42.66236,-73.79245,Entire home/apt,476.0,2,90,2025-05-11,2.03,22,240,22,5.230769230769231
52836323,*Hidden gem w/in walking distance to Madison Ave *,232967878,Diana,thirteenth ward,42.67242,-73.79292,Entire home/apt,120.0,1,85,2024-11-16,2.02,22,1,14,1.3953488372093024
52837196,★MODERN 1BR Apt w/ PRIVATE deck! W/D★,47625981,Linda,fourth ward,42.65812,-73.74837,Entire home/apt,104.0,1,76,2025-05-26,1.72,18,196,12,1.3506493506493507
52863776,Washington Parkside 1 Bedroom In 1800s Brownstone!,355777684,Lloyd,sixth ward,42.65826,-73.76944,Entire home/apt,105.0,1,205,2025-05-18,4.66,3,289,41,0.5097087378640777
52923647,Cozy 3BR House in Whitehall near DT Albany,428451585,Erwin,eighth ward,42.64792,-73.79953,Entire home/apt,257.0,3,0,,0.0,1,364,0,257.0
53312101,* 1 bed near Times Union center & Egg w/parking *,232967878,Diana,second ward,42.64369,-73.7581,Entire home/apt,78.0,2,62,2025-05-17,1.43,22,21,13,1.2380952380952381
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,Brian,fourteenth ward,42.65824,-73.80114,Entire home/apt,205.0,1,158,2025-04-16,3.78,3,249,35,1.2893081761006289
